"uuid","identifier","createdBy","createdAtGMT","modifiedBy","modifiedAtGMT","FeatureID","FeatureType","ShelterAuthor","ShelterTimestamp","FeatureSource","NumberOfIterationsSubtype","FeatureDescription","Latitude","Longitude","Northing","Easting","Accuracy","LanduseOnTop","LanduseAround","OverviewPhoto","LocaleDescription","EntrywayType","AccessiblityOfShelterDuringVisit","EntrywayFacesDirection","CommentsOnEntrywayAndAccess","EntrywayPhoto","EmergencyExitShape","EmergencyExitLocation","NotesOnEmergencyExit","EmergencyExitPhoto","DistanceFromSwanNeckToEmergencyExitM","InteriorDescription","InteriorPhoto","CommentsAndRecommendations","geospatialcolumn"
"1000031682949926765","108-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 14:05:26.765 GMT","Lise Søndergaard Jensen ","2023-05-01 14:06:39 GMT","108","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 16:05:26+02:00","Map","1 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected.","56.15638533333333","10.183370333333333","6224115.558903497","573503.9373603829","0.7","Shrubs","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/108_Shelter_Type_III__1.jpg''}}","Placed on the NE corner of Silkeborgvej and Vestre Ringgade. Behind Vestre Ringgade 34-40.","Concrete slabs (partly covered underground.)","Sealed (as in a layer of concrete seals a doorway)","E","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/108_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/108_Shelter_Type_III__1.jpg''}}","0.40","not able to enter.","","not any.","POINT(573507.471318 6224123.697255)"
"1000031682951192272","109-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 14:26:32.273 GMT","Lise Søndergaard Jensen ","2023-05-01 14:28:18 GMT","109","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 16:26:32+02:00","Map","3 (3 x shelter type 3)","Shelter as expected.","56.1567384","10.1865986","6224158.296838211","573703.7712807014","0.7","Trees (also grass)","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/109_Shelter_Type_III__1.jpg''}}","Placed in the middle of Regensburg Plads.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","E","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/109_Shelter_Type_III__1.jpg''}}","Square","Side","visible, accessible.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/109_Shelter_Type_III__1.jpg''}}","0.3","not able to enter.","","not any.","POINT(573694.781461 6224165.209733)"
"1000031682951763181","110-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 14:36:03.181 GMT","Lise Søndergaard Jensen ","2023-05-01 14:36:32 GMT","110","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 16:36:03+02:00","Map","3 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected.","56.156952583333336","10.186333066666666","6224181.849841968","573686.8689912695","0.7","Trees (also grass)","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/110_Shelter_Type_III__1.jpg''}}","Placed in the north-middle of Regensburg Plads.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","S","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/110_Shelter_Type_III__1.jpg''}}","Square","Side","visible, accessible.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/110_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/110_Shelter_Type_III__2.jpg''}}","0.3","not able to enter.","","not any.","POINT(573685.567869 6224187.996442)"
"1000031682952053545","111-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 14:40:53.545 GMT","Lise Søndergaard Jensen ","2023-05-01 14:41:54 GMT","111","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 16:40:53+02:00","Map","3 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected.","56.15707145","10.1866904","6224195.460428359","573708.8352826657","0.9","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/111_Shelter_Type_III__1.jpg''}}","Placed in the north end of Regensburg Plads.","Concrete slabs (consists also of two metal plates.)","Sealed (as in a layer of concrete seals a doorway)","S","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/111_Shelter_Type_III__1.jpg''}}","Square","Side","partly visible, not able to access.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/111_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/111_Shelter_Type_III__2.jpg''}}","0.3","not able to enter.","","not any.","POINT(573698.693595 6224204.236866)"
"1000031683094655957","112-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 06:17:50.230 GMT","Lise Søndergaard Jensen ","2023-05-03 06:21:46 GMT","112","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 08:17:35+02:00","Map","5","the feature is visible between the trees.","56.17083775","10.220339883333333","6225763.988768593","575771.6768199095","0.9","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/112_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/112_Shelter_Type_III__2.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej, opposite Otte Ruds Gade. Placed to the left when you enter the forest.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","SE","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/112_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/112_Shelter_Type_III__1.jpg''}}","0.35","not able to enter the shelter","","beautiful shelter area in the forest.","POINT(575771.67682 6225763.988769)"
"1000031683095489691","113-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 06:31:29.691 GMT","Lise Søndergaard Jensen ","2023-05-03 06:34:19 GMT","113","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 08:31:29+02:00","Map","5","the feature is visible between the trees.","56.170669466666666","10.220255866666667","6225745.168076311","575766.7918608717","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/113_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/113_Shelter_Type_III__2.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 23-27. between otte ruds gade and niels juels gade. placed to the right when you enter the forest .","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","ESE","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/113_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/113_Shelter_Type_III__1.jpg''}}","0.3","not able to enter the shelter","","beautiful shelter area in the forest.","POINT(575766.791861 6225745.168076)"
"1000031683096046390","114-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 06:40:46.391 GMT","Lise Søndergaard Jensen ","2023-05-03 06:45:53 GMT","114","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 08:40:46+02:00","Map","5","the feature is visible between the trees.","56.17051791666667","10.220494083333334","6225728.563686512","575781.8805956729","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/114_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/114_Shelter_Type_III__2.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 23-27. between otte ruds gade and niels juels gade. behind shelter #113","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","W","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/114_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/114_Shelter_Type_III__1.jpg''}}","0.3","not able to enter the shelter","","beautiful shelter area in the forest.","POINT(575781.880596 6225728.563686)"
"1000031683096644757","115-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 06:50:44.757 GMT","Lise Søndergaard Jensen ","2023-05-03 06:52:03 GMT","115","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 08:50:44+02:00","Map","5","the feature is visible between the trees.","56.170345483333335","10.220571666666666","6225709.458696068","575787.0372059384","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/115_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/115_Shelter_Type_III__2.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 23-27. between otte ruds gade and niels juels gade. next to shelter #114","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","W","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/115_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/115_Shelter_Type_III__1.jpg''}}","0.3","not able to enter the shelter","","beautiful shelter area in the forest.","POINT(575787.037206 6225709.458696)"
"1000031683096976678","116-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 06:56:16.679 GMT","Lise Søndergaard Jensen ","2023-05-03 06:56:58 GMT","116","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 08:56:16+02:00","Map","5","the feature is visible between the trees.","56.17037355","10.220712566666666","6225712.737100719","575795.7300952814","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/116_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/116_Shelter_Type_III__2.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 23-27. between otte ruds gade and niels juels gade. behind shelter #114","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","W","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/116_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/116_Shelter_Type_III__1.jpg''}}","0.4","not able to enter the shelter","","beautiful shelter area in the forest.","POINT(575795.730095 6225712.737101)"
"1000031683098229412","117-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 07:17:48.618 GMT","Lise Søndergaard Jensen ","2023-05-03 07:22:25 GMT","117","Shelter Type III,type 3A, one entrance, two emergency exits.","Lise Søndergaard Jensen ","2023-05-03 09:17:09+02:00","Map","1","the exit to the north is visible, the top of the entrance is visible. The shape is visible to the east, covered in trees to the west.","56.16810503333333","10.2181114","6225457.416341617","575638.6886228522","0.6 (taken from the top of the shelter. the entrance is not accessible.)","Grass","Urban structures (parking area, grave yard)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/117_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/117_Shelter_Type_III__2a.jpg''}}","Placed between Skovvejen and the NE end of Nordre Kirkegaard (grave yard). Entrance from the parking area on the corner of Trojborgvej and Skovvejen.","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","entryway covered in trees. not able to access the entryway.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/117_Shelter_Type_III__1.jpg''}}","Square","Side","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/117_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/117_Shelter_Type_III__2a.jpg''}}","0.4","not able to enter","","not any","POINT(575638.688623 6225457.416342)"
"1000031683102561881","118-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 08:29:21.881 GMT","Lise Søndergaard Jensen ","2023-05-03 08:30:16 GMT","118","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 10:29:21+02:00","Map","2","the feature is visible between the trees.","56.173913","10.222182833333333","6226108.262157506","575880.0345954234","0.9","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/118_Shelter_Type_III__1.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej, opposite Skovvangsvej. On the left when you enter the forest.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","WNW","visible, easy to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/118_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/118_Shelter_Type_III__1.jpg''}}","0.4","not able to enter the shelter","","","POINT(575880.034595 6226108.262157)"
"1000031683102901840","119-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 08:35:01.841 GMT","Lise Søndergaard Jensen ","2023-05-03 08:36:09 GMT","119","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 10:35:01+02:00","Map","2","the feature is visible between the trees.","56.173723833333334","10.222167233333334","6226087.192477426","575879.4392257726","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/119_Shelter_Type_III__1.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej, opposite Skovvangsvej. On the right when you enter the forest.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","WNW","visible, able to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/119_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/119_Shelter_Type_III__1.jpg''}}","0.4","not able to enter the shelter","","not any","POINT(575879.439226 6226087.192477)"
"1000031683103704352","120-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 08:48:24.353 GMT","Lise Søndergaard Jensen ","2023-05-03 08:51:38 GMT","120","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 10:48:24+02:00","Map","2","the feature is visible between the trees.","56.17571795","10.22127805","6226308.141447273","575820.3062299306","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/120_Shelter_Type_III__1.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 101-103. On the left when you enter the forest.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","SW","visible, able to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/120_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/120_Shelter_Type_III__1.jpg''}}","0.4","not able to enter the shelter","","not any","POINT(575820.30623 6226308.141447)"
"1000031683104212245","121-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 08:56:52.245 GMT","Lise Søndergaard Jensen ","2023-05-03 09:04:01 GMT","121","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 10:56:52+02:00","Map","2","the feature is visible between the trees.","56.1756171","10.22142145","6226297.075432123","575829.4071836438","0.8","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/121_Shelter_Type_III__1.jpg''}}","placed in Riis Skov, along Dronning Margrethes Vej opposite 101-103. On the right when you enter the forest.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","SSW","visible, able to access, but not able to get access to the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/121_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/121_Shelter_Type_III__1.jpg''}}","0.35","not able to enter the shelter","","not any","POINT(575829.407184 6226297.075432)"
"1000031683105211070","122-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-03 09:13:49.330 GMT","Lise Søndergaard Jensen ","2023-05-03 09:17:21 GMT","122","Shelter Type III","Lise Søndergaard Jensen ","2023-05-03 11:13:31+02:00","Map","1","easy to find, easy to recognize the shape.","56.17411761666666","10.217700216666668","6226126.111008672","575601.3421869171","0.7","Grass","Urban structures (placed in a yard between apartment buildings )","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/122_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/122_Shelter_Type_III__2.jpg''}}","Placed in the yard behind Tordenskjoldsgade, close to the corner of Skovvangsvej and Tordenskjoldsgade. Entrance via Peder Skrams Gade 38-42.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","W","visible, easy to access, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/122_Shelter_Type_III__1.jpg''}}","Square","Side","visible, easy to access, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/122_Shelter_Type_III__1.jpg''}}","0.35","not able to enter the shelter.","","really beautiful and well preserved shelter, lovely surroundings","POINT(575601.342187 6226126.111009)"
"1000031683186844909","123-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 07:54:23.959 GMT","Lise Søndergaard Jensen ","2023-05-04 07:56:35 GMT","123","Shelter Type III,type IIIA","Lise Søndergaard Jensen ","2023-05-04 09:54:04+02:00","Map","3 (1 x IIIA, 2 x III)","type IIIA, easy to see the shape if the shelter in the landscape.","56.17242585","10.1834821","6225900.847442622","573480.2460537754","0.7","Grass (a couple of trees )","Street (apartment buildings behind)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/123_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/123_Shelter_Type_III__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/123_Shelter_Type_III__3.jpg''}}","placed along Paludan-Müllers Vej, between Ekkodalen and Mollevangs Alle.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","NE","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/123_Shelter_Type_III__1.jpg''}}","Square","Side","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/123_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/123_Shelter_Type_III__2a.jpg''}}","0.25","not able to enter the shelter.","","not any","POINT(573480.246054 6225900.847443)"
"1000031683187737175","124-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 08:08:57.176 GMT","Lise Søndergaard Jensen ","2023-05-04 08:10:30 GMT","124","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 10:08:56+02:00","Map","3 (1 x IIIA, 2 x III)","easy to see the shape of the shelter in the landscape.","56.17184348333333","10.183877116666666","6225836.455990232","573505.883235547","0.6","Grass (a couple of trees )","Street (apartment buildings behind)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/124_Shelter_Type_III__1.jpg''}}","placed along Paludan-Müllers Vej, between Ekkodalen and Mollevangs Alle. SE of shelter 123.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","NE","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/124_Shelter_Type_III__1.jpg''}}","Square","Side","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/124_Shelter_Type_III__1.jpg''}}","0.25","not able to enter the shelter.","","not any","POINT(573504.87782 6225850.442242)"
"1000031683187987589","125-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 08:13:07.589 GMT","Lise Søndergaard Jensen ","2023-05-04 08:13:45 GMT","125","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 10:13:07+02:00","Map","3 (1 x IIIA, 2 x III)","easy to see the shape of the shelter in the landscape.","56.17172635","10.1841577","6225823.719148825","573523.5273064857","0.6","Grass (a couple of trees )","Street (apartment buildings behind)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/125_Shelter_Type_III__1.jpg''}}","placed along Paludan-Müllers Vej, between Ekkodalen and Mollevangs Alle. SE of shelter 124.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","NE","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/125_Shelter_Type_III__1.jpg''}}","Square","Side","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/125_Shelter_Type_III__1.jpg''}}","0.25","not able to enter the shelter.","","not any","POINT(573523.527306 6225823.719149)"
"1000031683188243809","126-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 08:17:23.809 GMT","Lise Søndergaard Jensen ","2023-05-04 08:24:12 GMT","126","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 10:17:23+02:00","Map","1 (1 x IIIA, 2 x III)","difficult to see the shape of the shelter in the landscape. The door is visible.","56.170582366666665","10.18309495","6225695.271180088","573459.7296312812","0.6","Trees (a couple of trees )","Street (apartment buildings behind)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/126_Shelter_Type_III__1.jpg''}}","placed along Uglevej, on the corner of Fuglsangs Alle","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","S","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/126_Shelter_Type_III__1.jpg''}}","Square","Side","not visible and not accessible from neither N or S.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/126_Shelter_Type_III__1a.jpg''}}","0.0 (not able to see the distance)","not able to enter the shelter.","","not any","POINT(573459.729631 6225695.27118)"
"1000031683190176417","127-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 08:49:47.855 GMT","Lise Søndergaard Jensen ","2023-05-04 08:51:25 GMT","127","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 10:49:36+02:00","","2","easy to find the shelter, the shape is visible.","56.16852731666667","10.1802799","6225463.566908392","573288.863556986","0.7","Playground (grass)","Playground or schoolyard","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/127_Shelter_Type_III__1.jpg''}}","placed on the playground on the corner of Blaamejsevej, Falkevej og Nattergalevej.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","N","visible, accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/127_Shelter_Type_III__1.jpg''}}","Square","Side","visible, accessible, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/127_Shelter_Type_III__1.jpg''}}","0.25","not able to enter the shelter.","","well preserved, integrated in the playground.","POINT(573288.863557 6225463.566908)"
"1000021683190368056","239-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 08:52:58.204 GMT","Adela Sobotkova","2023-05-04 08:55:32 GMT","239","Shelter Type III","Adela Sobotkova","2023-05-04 10:52:47+02:00","Map","1","type Iii next to/west side of strandvejen , at the bottom of mindenpark, with deep entrance (8 concrete bars), hard to see, covered by scrub","56.1302764","10.21259155","6221241.406752764","575369.9593633777","0.8","Shrubs","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/239_Shelter_Type_III__1.jpg''}}","","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SE","","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/239_Shelter_Type_III__1.jpg''}}","Square","Side","covered in vegetation,  hard too see but standard concrete cover and Swan neck same height","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/239_Shelter_Type_III__1.jpg''}}","0.3","inaccessible ","","","POINT(575369.959363 6221241.406753)"
"1000031683190671931","128-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 08:57:51.932 GMT","Lise Søndergaard Jensen ","2023-05-04 08:58:44 GMT","128","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 10:57:51+02:00","","2","easy to find the shelter, the shape is visible.","56.168543983333336","10.180181433333333","6225465.3171345","573282.7179072166","0.5","Grass","Playground or schoolyard","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/128_Shelter_Type_III__1.jpg''}}","placed on the playground on the corner of Blaamejsevej, Falkevej og Nattergalevej.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","S","visible, accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/128_Shelter_Type_III__1.jpg''}}","Square","Side","visible, accessible, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/128_Shelter_Type_III__1.jpg''}}","0.25","not able to enter the shelter.","","well preserved, integrated in the surroundings.","POINT(573282.717907 6225465.317134)"
